source,title,description,details
fortune,New Democratic Superstar Alexandria Ocasio-Cortez Just Won Another Primary—In a District She Didn't Even Run In,,New Democratic Superstar Alexandria Ocasio Cortez Another Primary—In District Didnt Even Run
fortune,"More Tariffs, Pfizer Prices, Facebook Fine: CEO Daily for July 11, 2018",,Tariffs Pfizer Prices Facebook Fine CEO Daily July 11 2018
fortune,Uber HR Head Quits After Accusations She Ignored Allegations of Racial Discrimination,,Uber HR Head Quits Accusations Ignored Allegations Racial Discrimination
fortune,'Germany is Totally Controlled By Russia': Trump Greets NATO Allies With Combative Opening Salvo,,Germany Totally Controlled Russia Trump Greets NATO Allies Combative Opening Salvo
fortune,Facebook Is Getting Its First Big Fine Over the Cambridge Analytica Scandal,,Facebook Getting First Big Fine Cambridge Analytica Scandal
fortune,What's Next For The Rescued Thai Soccer Team?,,Whats Next Rescued Thai Soccer Team
fortune,The Critical Group We're Ignoring in the Opioid Crisis,,Critical Group Ignoring Opioid Crisis
fortune,Why Does the Left Want Universal Health Care? Britain’s Is on Its Deathbed,,Left Want Universal Health Care Britain Deathbed
fortune,Magazine | Fortune,Read the latest stories about Magazine on Fortune,Magazine Fortune Read latest stories Magazine Fortune
bbc-news,Were the Romans the first whale hunters?,Whale bones unearthed at Roman ruins suggest whales were present around the shores of the Roman Empire.,Romans first whale hunters Whale bones unearthed Roman ruins suggest whales present around shores Roman Empire
bbc-news,China 'shocked' by US trade actions,"Beijing described Washington's latest tariff threat on $200bn of imports as ""totally unacceptable.""",China shocked US trade actions Beijing described Washingtons latest tariff threat 200bn imports totally unacceptable
bbc-news,Cave rescue 'hope became reality',"The boys and their coach are recovering well, officials say, and soon can return home.",Cave rescue hope became reality boys coach recovering well officials say soon return home
bbc-news,US Latino woman harangued as cop looks on,An officer is put on desk duty after he apparently stood by as an alleged drunk berated a picnicker.,US Latino woman harangued cop looks officer put desk duty apparently stood alleged drunk berated picnicker
bbc-news,German neo-Nazi murder trial reaches climax,A trial over racist murders by a neo-Nazi cell exposes German intelligence errors.,German neo Nazi murder trial reaches climax trial racist murders neo Nazi cell exposes German intelligence errors
bbc-news,Thai cave boys: Seventeen days in darkness,How an audacious search and rescue mission saved 12 Thai boys and their football coach.,Thai cave boys Seventeen days darkness audacious search rescue mission saved 12 Thai boys football coach
bbc-news,US fires next shot in China trade war,The White House says it has identified a list of $200bn worth of Chinese products it will add tariffs to.,US fires next shot China trade war White House says identified list 200bn worth Chinese products add tariffs
bbc-news,US holidaymaker shot dead in Mexico City,"The 27-year-old was inadvertently caught in crossfire during a shootout, say Mexican officials.",US holidaymaker shot dead Mexico City 27 year old inadvertently caught crossfire shootout say Mexican officials
bbc-news,US can't reunite dozens of child migrants,"Twelve children's parents have already been deported, while others falsely claimed to be the parents.",US cant reunite dozens child migrants Twelve childrens parents already deported others falsely claimed parents
bbc-news,Trump told to appreciate European allies,"As he leaves for a Nato summit, the US president gets a stark warning from the European Council head.",Trump told appreciate European allies leaves Nato summit US president gets stark warning European Council head
