source,title,description,details
fortune,Facebook Closes Loophole That Revealed Personal Data of People in 'Closed' Groups,,Facebook Closes Loophole Revealed Personal Data People Closed Groups
fortune,"Ryanair Pilots Strike, Causing Cancelations Just as Tourist Season Takes Off",,Ryanair Pilots Strike Causing Cancelations Tourist Season Takes
fortune,"Scientists Just Found a Novel, Cheap Way to Use CRISPR Gene Editing to Fight Cancer",,Scientists Found Novel Cheap Way Use CRISPR Gene Editing Fight Cancer
fortune,How Banning Plastic Straws Could Make Pollution Even Worse,,Banning Plastic Straws Could Make Pollution Even Worse
fortune,Justice Department to Appeal Antitrust Approval for AT&T-Time Warner Merger,,Justice Department Appeal Antitrust Approval ATT Time Warner Merger
fortune,Build-A-Bear Workshop's 'Pay Your Age' Deal Canceled Amid Chaos,,Build Bear Workshops Pay Age Deal Canceled Amid Chaos
fortune,Here Are the Best (and Worst) States to Retire,,Best Worst States Retire
fortune,Trump’s Complaints About NATO Defense Spending Don’t Add Up,,Trump Complaints NATO Defense Spending Add
fortune,The Tie Goes to the Winners,,Tie Goes Winners
fortune,Magazine | Fortune,Read the latest stories about Magazine on Fortune,Magazine Fortune Read latest stories Magazine Fortune
bbc-news,China industrial park explosion kills 19,Huge fire and plumes of smoke were seen at the chemical facility.,China industrial park explosion kills 19 Huge fire plumes smoke seen chemical facility
bbc-news,Women entrepreneurs on Kylie Jenner effect,The BBC spoke to female business owners about Kylie Jenner and their personal tips for success.,Women entrepreneurs Kylie Jenner effect BBC spoke female business owners Kylie Jenner personal tips success
bbc-news,'See you in court' - lotto aunt to nephew,"Both posing with the giant cheque, the Nova Scotia lottery winners openly feuded over the winnings.",See court lotto aunt nephew posing giant cheque Nova Scotia lottery winners openly feuded winnings
bbc-news,Iceman's last meal was high fat feast,"Mountain goat, red deer, cereal grains and a toxic fern: What our ancestors ate 5,000 years ago.",Icemans last meal high fat feast Mountain goat red deer cereal grains toxic fern ancestors ate 5000 years ago
bbc-news,Puerto Rico flag row prompts hate charges,A 62-year-old man who allegedly harangued a Latina picnicker faces felony hate crime charges.,Puerto Rico flag row prompts hate charges 62 year old man allegedly harangued Latina picnicker faces felony hate crime charges
bbc-news,Trump 'riding a unicorn over a rainbow',"Sean Spicer, the ex-Trump spokesman, describes the president as a political myth in his new book.",Trump riding unicorn rainbow Sean Spicer ex Trump spokesman describes president political myth new book
bbc-news,Trump: Brexit plan could kill US trade deal,"The US president also says the UK's blueprint for Brexit is ""a much different deal than the people voted on"".",Trump Brexit plan could kill US trade deal US president also says UKs blueprint Brexit much different deal people voted
bbc-news,Ex-Pakistan PM returns to face 'jail cell',"Ousted leader Nawaz Sharif is heading home to Pakistan, despite facing a 10-year prison sentence.",Ex Pakistan PM returns face jail cell Ousted leader Nawaz Sharif heading home Pakistan despite facing 10 year prison sentence
bbc-news,Sparks fly in FBI agent's Trump testimony,"Congressman snaps ""I don't give a damn what you appreciate"", as Peter Strzok tries to explain critical Trump texts",Sparks fly FBI agents Trump testimony Congressman snaps dont give damn appreciate Peter Strzok tries explain critical Trump texts
bbc-news,US reopens Emmett Till murder case,The 1955 brutal killing of the black teenager in Mississippi helped spark the US civil rights movement.,US reopens Emmett Till murder case 1955 brutal killing black teenager Mississippi helped spark US civil rights movement
