source,title,description,details
fortune,"GOP Bill Would Make First-Time Illegal Border Crossings a Felony, Divert Sanctuary-City Funding to ICE",,GOP Bill Would Make First Time Illegal Border Crossings Felony Divert Sanctuary City Funding ICE
fortune,Jobs Report: Workers Are Quitting Their Jobs at Dotcom Bubble Rates,,Jobs Report Workers Quitting Jobs Dotcom Bubble Rates
fortune,"Univision Explores Sale of Gizmodo, Deadspin, The Onion, and 10 Other Assets",,Univision Explores Sale Gizmodo Deadspin Onion 10 Assets
fortune,What's Next For The Rescued Thai Soccer Team?,,Whats Next Rescued Thai Soccer Team
fortune,The Critical Group We're Ignoring in the Opioid Crisis,,Critical Group Ignoring Opioid Crisis
fortune,Why Does the Left Want Universal Health Care? Britain’s Is on Its Deathbed,,Left Want Universal Health Care Britain Deathbed
fortune,Brett Kavanaugh Said Judges Should Just Follow the Law. Here’s Why That’s Bull,,Brett Kavanaugh Said Judges Follow Law Bull
fortune,Why Brett Kavanaugh Is a Huge Threat to Minority Rights,,Brett Kavanaugh Huge Threat Minority Rights
fortune,Magazine | Fortune,Read the latest stories about Magazine on Fortune,Magazine Fortune Read latest stories Magazine Fortune
bbc-news,US Latino woman harangued as cop looks on,An officer is put on desk duty after he apparently stood by as an alleged drunk berated a picnicker.,US Latino woman harangued cop looks officer put desk duty apparently stood alleged drunk berated picnicker
bbc-news,Facebook faces record UK fine for data misuse,"The data protection watchdog plans to fine Facebook £500,000 over the Cambridge Analytica scandal.",Facebook faces record UK fine data misuse data protection watchdog plans fine Facebook £500000 Cambridge Analytica scandal
bbc-news,Teacher proud of Thai boys' English,A school that several of the Thai cave boys attend is celebrating their use of English with the divers who found them.,Teacher proud Thai boys English school several Thai cave boys attend celebrating use English divers found
bbc-news,US fires next shot in China trade war,The White House says it has identified a list of $200bn worth of Chinese products it will add tariffs to.,US fires next shot China trade war White House says identified list 200bn worth Chinese products add tariffs
bbc-news,Joy and relief as Thai cave boys rescued,The rescue of a football team and their coach in a daring diving operation prompts celebrations.,Joy relief Thai cave boys rescued rescue football team coach daring diving operation prompts celebrations
bbc-news,US holidaymaker shot dead in Mexico City,"The 27-year-old was inadvertently caught in crossfire during a shootout, say Mexican officials.",US holidaymaker shot dead Mexico City 27 year old inadvertently caught crossfire shootout say Mexican officials
bbc-news,US can't reunite dozens of child migrants,"Twelve children's parents have already been deported, while others falsely claimed to be the parents.",US cant reunite dozens child migrants Twelve childrens parents already deported others falsely claimed parents
bbc-news,Many injured as plane crashes in S Africa,At least 19 people are hurt after a plane crashes in a grassy area outside South Africa's Pretoria.,Many injured plane crashes Africa least 19 people hurt plane crashes grassy area outside South Africas Pretoria
bbc-news,Trump talks of UK 'turmoil' ahead of trip,"The US President says it is ""up to the people, not up to me"" whether Theresa May stays in office.",Trump talks UK turmoil ahead trip US President says people whether Theresa May stays office
bbc-news,Trump told to appreciate European allies,"As he leaves for a Nato summit, the US president gets a stark warning from the European Council head.",Trump told appreciate European allies leaves Nato summit US president gets stark warning European Council head
