source,title,description,details
google-news,"Woman Arrested in Beating of Man, 92. ‘Go Back to Mexico,’ She Reportedly Said.","According to reports, a witness said that the woman also told the man to “go back to your country” as she beat him with a brick.",Woman Arrested Beating Man 92 Go Back Mexico Reportedly Said According reports witness said woman also told man “go back country” beat brick
google-news,Immigrant children: Federal judge orders families separated at border be reunited within 30 days,"A federal judge in California has ordered U.S. immigration authorities to reunite separated families on the border within 30 days, describing the Trump administration's handling of the crisis as attempts ""to address a chaotic circumstance of the government’s …",Immigrant children Federal judge orders families separated border reunited within 30 days federal judge California ordered US immigration authorities reunite separated families border within 30 days describing Trump administrations handling crisis attempts address chaotic circumstance government …
fortune,"Trump and NATO, Papa John's Out, Broadcom Buys CA: CEO Daily for July 12, 2018",,Trump NATO Papa Johns Broadcom Buys CA CEO Daily July 12 2018
fortune,The EU Just Slashed the Eurozone Growth Forecast Because of U.S. Trade War Tensions,,EU Slashed Eurozone Growth Forecast US Trade War Tensions
fortune,The 'Baby Trump' Balloon Will Fly Over London on Friday. Organizers Want to Send It to His Scotland Golf Course Next.,,Baby Trump Balloon Fly London Friday Organizers Want Send Scotland Golf Course Next
fortune,Here's Why Stormy Daniels Was Just Arrested in Ohio,,Heres Stormy Daniels Arrested Ohio
fortune,The Tie Goes to the Winners,,Tie Goes Winners
fortune,You May Notice a Drop In Twitter Followers. Here's Why,,May Notice Drop Twitter Followers Heres
fortune,3 Key Lessons From Trump's Drug Price Feud With Pfizer,,3 Key Lessons Trumps Drug Price Feud Pfizer
fortune,What's Next For The Rescued Thai Soccer Team?,,Whats Next Rescued Thai Soccer Team
fortune,The Critical Group We're Ignoring in the Opioid Crisis,,Critical Group Ignoring Opioid Crisis
fortune,Magazine | Fortune,Read the latest stories about Magazine on Fortune,Magazine Fortune Read latest stories Magazine Fortune
bbc-news,Iranian man flogged for drinking as a child,"The man was convicted of consuming alcohol more than 10 years ago, when he was only 14 or 15.",Iranian man flogged drinking child man convicted consuming alcohol 10 years ago 14 15
bbc-news,Stormy Daniels arrested in Ohio - lawyer,The porn star who says she once slept with Donald Trump is reportedly arrested in a strip club.,Stormy Daniels arrested Ohio lawyer porn star says slept Donald Trump reportedly arrested strip club
bbc-news,Colombia's tragic road bridge demolished,A bridge under construction has been destroyed after a partial collapse killed nine people.,Colombias tragic road bridge demolished bridge construction destroyed partial collapse killed nine people
bbc-news,China investigates sudden aircraft drop,"Authorities look into why there was a cabin pressure loss, forcing the plane to sharply descend.",China investigates sudden aircraft drop Authorities look cabin pressure loss forcing plane sharply descend
bbc-news,Nato summit to focus on Afghan conflict,Nato's secretary-general hopes the bloc will agree to fund Afghan security forces until 2024.,Nato summit focus Afghan conflict Natos secretary general hopes bloc agree fund Afghan security forces 2024
bbc-news,Museum and movies planned for Thai cave,The rescue gripped the world and now has the attention of film producers and the tourist board.,Museum movies planned Thai cave rescue gripped world attention film producers tourist board
bbc-news,Killing rats could save coral reefs,"Threatened coral reefs can be protected by eradicating destructive rats that have invaded tropical islands, scientists say.",Killing rats could save coral reefs Threatened coral reefs protected eradicating destructive rats invaded tropical islands scientists say
bbc-news,Sky battle rages as Comcast offers £26bn,Rupert Murdoch's Fox increases its offer for Sky as part of a takeover battle with Comcast.,Sky battle rages Comcast offers £26bn Rupert Murdochs Fox increases offer Sky part takeover battle Comcast
bbc-news,Kylie Jenner 'on track to be billionaire',"But some are debating whether the cosmetics entrepreneur is truly ""self-made"", as Forbes says.",Kylie Jenner track billionaire debating whether cosmetics entrepreneur truly self made Forbes says
bbc-news,Woman arrested over Mexican grandpa attack,"The California woman allegedly told the grandfather ""go back to your country"" while attacking him.",Woman arrested Mexican grandpa attack California woman allegedly told grandfather go back country attacking
